Features, G_ads (eV), slab db row, OH_out.db row
0,1,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,0,3,1.302022,20,136
1,0,0,0,0,0,2,2,0,2,1,0,1,0,1,0,0,3,0,0,1.383098,21,207
0,0,0,0,1,0,4,2,0,0,0,2,0,0,1,0,0,0,3,0,0.643811,22,147
0,0,0,0,1,0,2,2,0,2,1,0,2,0,0,0,0,0,0,3,0.997415,23,144
0,0,0,0,1,0,4,0,0,2,1,1,0,0,1,0,0,0,3,0,0.809630,24,188
0,1,0,0,0,0,0,4,0,2,0,1,1,1,0,0,3,0,0,0,1.373573,25,146
0,1,0,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,3,0,1.300028,26,205
0,1,0,0,0,0,4,0,0,2,1,1,0,0,1,0,0,0,0,3,1.396594,27,259
0,1,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,3,0,1.269081,29,292
0,1,0,0,0,0,2,0,2,2,0,2,0,0,1,0,3,0,0,0,1.441193,30,221
0,0,0,0,1,0,0,2,0,4,0,2,0,1,0,0,0,0,3,0,0.778047,31,184
1,0,0,0,0,2,4,0,0,0,2,0,1,0,0,0,0,3,0,0,1.263830,33,203
0,0,1,0,0,2,4,0,0,0,0,1,2,0,0,0,0,0,0,3,0.648201,34,319
0,0,1,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,3,0,0.877313,35,275
0,0,1,0,0,0,4,0,2,0,1,0,0,2,0,0,0,3,0,0,0.877009,37,377
1,0,0,0,0,4,0,0,2,0,1,1,0,1,0,0,0,0,0,3,1.165404,38,272
0,1,0,0,0,2,2,2,0,0,0,0,0,1,2,3,0,0,0,0,1.118946,40,386
0,0,0,1,0,0,2,2,0,2,0,1,0,0,2,0,0,0,3,0,0.938479,42,258
0,1,0,0,0,2,2,0,2,0,0,0,1,0,2,0,0,3,0,0,1.204859,43,282
0,0,1,0,0,2,0,0,4,0,1,2,0,0,0,3,0,0,0,0,0.758770,44,331
1,0,0,0,0,0,2,0,2,2,1,1,0,1,0,0,0,0,3,0,1.553122,46,143
1,0,0,0,0,2,0,0,4,0,0,1,0,0,2,0,0,0,0,3,1.225310,47,332
0,1,0,0,0,0,0,0,2,4,0,0,1,2,0,3,0,0,0,0,1.550011,48,394
0,0,0,0,1,6,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0.723095,49,365
0,1,0,0,0,2,0,2,2,0,1,2,0,0,0,0,0,0,3,0,1.259179,50,313
0,1,0,0,0,2,0,0,0,4,1,1,1,0,0,0,0,3,0,0,1.615952,51,336
0,0,0,1,0,2,2,0,0,2,1,1,0,0,1,0,3,0,0,0,0.912724,53,358
1,0,0,0,0,2,0,0,2,2,0,0,0,1,2,3,0,0,0,0,1.295751,54,304
0,0,0,1,0,2,2,0,2,0,1,2,0,0,0,3,0,0,0,0,0.922784,59,297
1,0,0,0,0,2,0,4,0,0,0,0,2,1,0,0,0,0,0,3,1.046421,60,346
0,0,0,0,1,0,2,0,0,4,2,1,0,0,0,3,0,0,0,0,1.016064,61,277
0,1,0,0,0,2,2,0,0,2,0,2,1,0,0,0,3,0,0,0,1.248904,62,390
0,0,0,1,0,0,4,0,2,0,1,2,0,0,0,0,3,0,0,0,1.008227,63,306
0,0,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,1.009015,65,288
1,0,0,0,0,0,0,2,4,0,0,1,0,0,2,3,0,0,0,0,1.235443,67,316
0,0,0,1,0,2,0,0,4,0,1,0,0,2,0,0,3,0,0,0,0.808252,68,314
1,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,3,0,1.424197,70,337
0,0,0,1,0,0,2,0,0,4,1,1,0,1,0,0,0,0,3,0,1.146458,71,327
0,1,0,0,0,0,4,2,0,0,1,0,0,1,1,0,0,0,3,0,1.343606,73,348
0,0,0,1,0,0,2,2,2,0,1,1,1,0,0,0,0,3,0,0,1.037830,74,300
1,0,0,0,0,0,0,2,2,2,0,0,1,1,1,0,0,0,0,3,1.338146,75,361
0,0,0,1,0,0,4,2,0,0,1,1,0,0,1,0,3,0,0,0,0.990991,76,320
0,0,0,0,1,0,2,0,2,2,1,0,1,0,1,0,0,0,3,0,0.767496,77,382
0,0,0,0,1,0,2,0,2,2,0,1,1,1,0,0,0,0,0,3,0.802170,78,355
0,0,0,0,1,0,2,2,0,2,2,0,1,0,0,3,0,0,0,0,0.988447,80,311
0,0,1,0,0,0,4,0,2,0,0,1,2,0,0,0,0,0,0,3,0.877496,82,343
0,0,0,1,0,0,2,0,2,2,1,1,0,1,0,0,0,0,0,3,1.065054,83,268
0,0,0,1,0,0,4,0,2,0,1,0,0,2,0,0,0,0,3,0,1.043119,85,280
0,0,0,1,0,0,0,2,0,4,1,2,0,0,0,0,0,3,0,0,1.143545,87,298
0,1,0,0,0,0,4,0,0,2,0,1,0,2,0,0,0,3,0,0,1.461356,88,366
0,0,0,1,0,2,0,2,2,0,1,0,0,1,1,0,0,0,0,3,0.848933,90,333
0,1,0,0,0,0,0,4,0,2,0,1,2,0,0,0,0,3,0,0,1.424233,92,338
0,0,0,1,0,2,0,0,0,4,1,1,0,1,0,0,0,3,0,0,1.050148,97,364
1,0,0,0,0,0,2,2,2,0,1,0,0,2,0,3,0,0,0,0,1.340790,98,349
0,0,0,0,1,0,0,2,2,2,1,2,0,0,0,0,0,3,0,0,0.836203,99,347
0,0,1,0,0,0,4,2,0,0,0,2,0,1,0,0,3,0,0,0,0.794678,100,342
0,0,0,1,0,2,2,0,0,2,2,0,1,0,0,0,0,3,0,0,1.127721,101,29
0,0,0,1,0,2,2,2,0,0,0,0,0,1,2,0,0,0,3,0,0.818279,102,26
0,0,0,1,0,0,4,0,2,0,0,2,0,0,1,0,0,0,0,3,0.974883,105,15
0,0,0,1,0,0,4,0,2,0,0,1,0,1,1,0,0,3,0,0,0.890764,106,11
0,0,0,1,0,2,2,0,2,0,0,0,3,0,0,0,3,0,0,0,1.046298,107,9
0,0,0,0,1,2,4,0,0,0,0,0,1,2,0,0,0,3,0,0,0.731185,108,20
0,0,0,1,0,2,2,0,0,2,0,1,0,1,1,0,0,3,0,0,0.895783,109,10
1,0,0,0,0,0,0,2,0,4,1,1,0,1,0,0,3,0,0,0,1.621481,110,16
0,0,0,0,1,0,2,2,2,0,1,0,0,0,2,0,0,0,3,0,0.581624,111,47
0,0,0,1,0,4,0,0,2,0,0,1,0,1,1,0,0,3,0,0,0.635222,113,69
0,1,0,0,0,2,0,0,2,2,2,0,1,0,0,0,0,0,3,0,1.494856,114,36
0,0,0,1,0,2,0,0,4,0,0,1,1,1,0,3,0,0,0,0,0.837506,115,25
0,0,0,1,0,2,4,0,0,0,0,1,1,0,1,0,0,3,0,0,0.900470,116,50
0,0,0,1,0,0,4,2,0,0,2,0,1,0,0,0,0,0,0,3,1.074789,117,12
0,0,0,1,0,0,2,0,0,4,0,0,0,3,0,0,0,0,3,0,1.060560,119,13
0,0,1,0,0,0,0,0,6,0,1,1,0,0,1,0,3,0,0,0,0.872188,120,17
0,1,0,0,0,0,0,2,0,4,0,0,2,1,0,0,0,0,3,0,1.555415,122,19
1,0,0,0,0,0,4,0,2,0,1,0,1,1,0,0,3,0,0,0,1.398999,123,46
1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,3,0,0,0,0,1.514050,124,14
1,0,0,0,0,4,2,0,0,0,0,2,0,1,0,0,3,0,0,0,1.075825,125,31
1,0,0,0,0,0,0,0,2,4,1,0,2,0,0,3,0,0,0,0,1.689409,127,51
0,1,0,0,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,3,1.559071,130,62
0,0,0,1,0,0,0,4,2,0,0,0,2,1,0,0,0,0,3,0,0.846094,131,18
1,0,0,0,0,4,0,0,2,0,2,0,1,0,0,0,0,0,0,3,1.130329,133,39
0,0,1,0,0,0,4,0,2,0,1,1,1,0,0,3,0,0,0,0,0.865627,134,22
0,0,1,0,0,0,4,0,2,0,1,0,0,1,1,0,0,0,0,3,0.872878,135,37
1,0,0,0,0,0,4,0,0,2,1,1,1,0,0,0,0,0,3,0,1.471345,136,67
0,0,1,0,0,2,2,2,0,0,0,1,0,2,0,0,3,0,0,0,0.669667,138,21
0,0,0,1,0,0,0,2,4,0,2,0,1,0,0,0,0,0,0,3,1.070670,139,24
0,0,1,0,0,2,0,2,2,0,2,0,1,0,0,0,0,0,0,3,0.604892,142,28
0,0,0,1,0,4,0,2,0,0,1,0,0,1,1,0,3,0,0,0,0.741309,143,81
0,0,0,0,1,2,4,0,0,0,0,1,1,1,0,0,3,0,0,0,0.701858,144,30
0,0,0,1,0,0,2,2,0,2,1,0,0,1,1,0,3,0,0,0,0.967151,146,23
0,0,0,0,1,2,2,0,2,0,1,0,0,2,0,0,3,0,0,0,0.563231,147,33
0,0,0,0,1,0,2,0,2,2,2,0,0,0,1,3,0,0,0,0,0.703286,150,78
1,0,0,0,0,2,0,2,2,0,2,0,0,1,0,0,3,0,0,0,1.130915,151,27
0,0,0,0,1,0,2,0,2,2,1,1,1,0,0,0,3,0,0,0,0.884767,152,35
0,0,0,1,0,4,0,0,0,2,0,1,1,0,1,3,0,0,0,0,0.779302,153,86
0,0,1,0,0,6,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0.418313,154,74
0,0,0,0,1,2,2,0,2,0,1,0,0,0,2,0,0,0,3,0,0.483860,155,95
0,0,0,0,1,0,0,0,6,0,0,0,2,1,0,3,0,0,0,0,0.659083,156,52
0,0,0,1,0,0,2,2,0,2,0,0,0,2,1,0,3,0,0,0,0.928734,157,49
0,0,0,1,0,0,4,0,2,0,0,0,1,1,1,3,0,0,0,0,0.934676,158,32
0,1,0,0,0,0,2,0,0,4,0,1,0,1,1,0,0,0,0,3,1.470300,159,55
1,0,0,0,0,0,2,4,0,0,0,1,1,0,1,0,0,0,0,3,1.200662,160,41
0,1,0,0,0,0,0,6,0,0,0,0,0,1,2,0,3,0,0,0,1.104642,161,38
0,0,0,0,1,2,0,2,2,0,0,0,2,1,0,0,0,0,0,3,0.676386,162,34
0,0,0,0,1,2,2,0,2,0,0,1,0,0,2,0,0,0,0,3,0.551313,163,40
0,0,1,0,0,0,0,0,2,4,0,0,1,0,2,3,0,0,0,0,1.098393,165,64
0,0,0,0,1,2,2,0,2,0,0,1,0,1,1,0,0,3,0,0,0.555102,167,42
0,0,0,0,1,0,0,2,0,4,0,2,0,0,1,0,0,0,3,0,0.811335,169,44
0,0,0,0,1,0,0,4,0,2,0,1,1,0,1,0,3,0,0,0,0.573805,170,57
0,1,0,0,0,4,0,2,0,0,1,0,1,1,0,0,0,0,3,0,1.077330,171,54
0,0,1,0,0,0,0,0,4,2,0,3,0,0,0,0,0,3,0,0,1.092828,172,48
1,0,0,0,0,0,0,0,4,2,0,2,0,0,1,3,0,0,0,0,1.501653,174,43
0,1,0,0,0,0,2,0,4,0,0,1,0,1,1,0,0,3,0,0,1.319457,175,59
0,0,0,1,0,0,0,0,2,4,1,1,0,1,0,0,3,0,0,0,1.068896,176,45
1,0,0,0,0,0,4,0,2,0,0,2,0,0,1,0,3,0,0,0,1.405998,177,63
0,0,0,0,1,0,2,2,2,0,1,1,1,0,0,0,0,0,0,3,0.776774,178,5
1,0,0,0,0,0,2,2,2,0,1,1,0,0,1,0,0,3,0,0,1.316935,179,60
0,0,0,0,1,0,2,0,0,4,1,1,1,0,0,0,0,3,0,0,1.035860,180,56
1,0,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,3,0,0,1.261555,182,80
0,0,1,0,0,2,2,0,2,0,0,1,1,0,1,0,0,0,3,0,0.732087,183,53
0,0,1,0,0,2,0,2,0,2,0,0,1,2,0,3,0,0,0,0,0.769117,184,58
0,0,0,1,0,0,6,0,0,0,1,1,1,0,0,0,0,0,3,0,1.134839,185,73
0,0,0,0,1,4,0,2,0,0,0,0,0,1,2,0,0,0,0,3,0.515648,186,61
0,0,0,1,0,2,0,2,0,2,1,1,0,0,1,0,3,0,0,0,0.877370,188,93
1,0,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,0,3,0,1.124927,189,82
0,1,0,0,0,0,4,0,2,0,0,0,0,2,1,3,0,0,0,0,1.296137,191,87
0,0,0,1,0,2,2,2,0,0,0,0,1,1,1,0,0,0,0,3,0.839813,192,85
0,1,0,0,0,2,2,0,2,0,0,2,1,0,0,3,0,0,0,0,1.275283,193,113
0,0,1,0,0,0,4,0,2,0,0,0,3,0,0,0,0,0,3,0,0.949331,194,66
0,0,0,0,1,2,0,2,0,2,1,1,1,0,0,3,0,0,0,0,0.728897,195,1
1,0,0,0,0,6,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1.001467,196,71
0,0,1,0,0,0,2,0,4,0,1,0,1,0,1,0,0,0,0,3,0.890538,198,3
1,0,0,0,0,0,2,4,0,0,1,1,0,0,1,0,0,3,0,0,1.237922,200,70
0,1,0,0,0,2,4,0,0,0,0,1,0,1,1,3,0,0,0,0,1.189865,201,127
0,0,1,0,0,0,0,2,0,4,2,0,1,0,0,3,0,0,0,0,1.134238,202,72
0,1,0,0,0,0,0,4,0,2,0,0,0,2,1,3,0,0,0,0,1.338039,203,68
0,0,0,0,1,2,2,0,2,0,1,0,0,1,1,3,0,0,0,0,0.595437,204,79
0,1,0,0,0,0,2,0,2,2,1,0,1,1,0,3,0,0,0,0,1.513870,206,115
0,0,1,0,0,0,0,2,0,4,2,0,1,0,0,0,0,0,3,0,1.141179,207,65
0,0,1,0,0,4,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0.575395,208,77
0,0,1,0,0,0,2,2,0,2,1,0,1,1,0,3,0,0,0,0,0.926300,209,76
0,1,0,0,0,4,0,0,0,2,1,0,1,0,1,0,0,0,0,3,1.176468,211,126
0,1,0,0,0,2,2,2,0,0,0,0,1,0,2,0,3,0,0,0,1.044988,212,96
0,0,0,0,1,0,4,0,2,0,0,0,1,1,1,0,0,3,0,0,0.687113,214,84
0,0,1,0,0,2,0,0,4,0,0,1,2,0,0,0,3,0,0,0,0.744723,216,75
0,0,1,0,0,0,2,2,0,2,0,2,0,0,1,0,0,0,3,0,1.000704,218,90
0,0,1,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,3,0.993389,219,92
0,0,0,0,1,2,0,2,0,2,0,0,1,2,0,0,0,3,0,0,0.613709,220,112
0,1,0,0,0,0,2,2,2,0,1,0,0,2,0,0,0,3,0,0,1.384174,221,88
0,0,0,1,0,0,0,4,2,0,1,0,0,2,0,0,0,3,0,0,0.822461,222,83
0,0,1,0,0,0,2,0,0,4,0,1,0,1,1,0,0,0,3,0,1.103129,223,91
1,0,0,0,0,0,0,0,4,2,0,0,2,1,0,0,3,0,0,0,1.531565,224,98
1,0,0,0,0,0,4,0,2,0,0,0,1,2,0,0,3,0,0,0,1.385650,225,102
0,0,0,0,1,2,0,4,0,0,0,1,0,2,0,0,0,3,0,0,0.505021,227,103
1,0,0,0,0,2,0,0,2,2,0,1,0,1,1,3,0,0,0,0,1.305400,228,89
0,0,0,0,1,2,0,2,0,2,0,0,0,2,1,0,0,0,3,0,0.586491,229,97
0,1,0,0,0,0,0,2,0,4,0,0,0,2,1,0,3,0,0,0,1.480760,230,109
0,0,1,0,0,0,2,2,2,0,0,1,1,0,1,0,0,3,0,0,0.761917,231,99
0,0,1,0,0,2,2,0,2,0,1,2,0,0,0,0,0,3,0,0,0.679538,232,105
0,0,0,1,0,0,2,2,0,2,1,0,1,1,0,0,0,0,0,3,1.078472,234,100
0,0,0,0,1,0,4,0,2,0,0,0,2,0,1,0,3,0,0,0,0.593445,235,151
0,0,0,1,0,0,0,2,0,4,0,0,1,1,1,0,0,3,0,0,0.991769,238,104
1,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,3,0,0,0,1.498695,239,94
0,1,0,0,0,0,2,2,0,2,0,0,2,1,0,0,0,0,0,3,1.417623,240,111
0,0,0,0,1,2,0,0,2,2,1,1,0,0,1,0,0,0,0,3,0.679327,241,110
0,0,0,0,1,2,2,2,0,0,0,1,2,0,0,3,0,0,0,0,0.782900,242,101
0,0,0,1,0,2,2,0,0,2,1,0,1,0,1,0,0,0,0,3,1.019914,243,108
0,1,0,0,0,0,2,2,0,2,0,2,0,0,1,3,0,0,0,0,1.418084,245,117
0,0,1,0,0,0,4,0,0,2,0,0,0,0,3,0,3,0,0,0,0.929594,246,106
1,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,3,0,1.420671,247,2
0,1,0,0,0,0,4,0,2,0,0,0,1,1,1,0,0,3,0,0,1.275495,248,114
0,0,0,1,0,0,2,2,0,2,1,0,0,2,0,0,3,0,0,0,1.009100,252,116
0,0,0,0,1,2,0,0,2,2,0,1,1,0,1,0,3,0,0,0,0.623936,254,148
0,0,0,1,0,0,0,4,2,0,0,0,1,1,1,0,3,0,0,0,0.712792,255,107
0,1,0,0,0,2,4,0,0,0,0,2,0,0,1,0,3,0,0,0,1.149453,259,212
0,1,0,0,0,2,0,0,2,2,1,0,1,1,0,0,3,0,0,0,1.333621,260,204
1,0,0,0,0,2,2,2,0,0,0,0,1,1,1,3,0,0,0,0,1.095834,261,120
0,1,0,0,0,2,2,2,0,0,0,1,0,1,1,0,3,0,0,0,1.153328,262,160
0,0,0,1,0,0,2,2,0,2,0,1,1,1,0,0,0,0,0,3,1.050623,263,119
0,0,0,1,0,0,0,0,6,0,1,0,1,0,1,0,3,0,0,0,0.885298,264,132
0,0,1,0,0,2,2,0,0,2,0,1,0,2,0,0,0,3,0,0,0.845200,268,157
0,0,0,1,0,4,0,0,2,0,0,0,0,1,2,3,0,0,0,0,0.589870,269,164
0,0,0,1,0,0,0,2,2,2,2,0,0,0,1,0,0,0,3,0,0.936168,270,124
0,0,0,0,1,0,0,2,2,2,0,0,1,2,0,0,3,0,0,0,0.716931,271,121
0,0,0,0,1,0,6,0,0,0,0,0,1,1,1,0,3,0,0,0,0.689252,273,173
0,1,0,0,0,2,0,2,2,0,0,1,0,2,0,0,0,3,0,0,1.247384,276,130
0,0,1,0,0,2,2,2,0,0,1,0,1,1,0,3,0,0,0,0,0.656578,277,6
1,0,0,0,0,0,4,0,2,0,2,0,1,0,0,0,0,0,0,3,1.402587,279,181
0,0,1,0,0,0,0,2,2,2,2,0,1,0,0,0,0,3,0,0,1.044441,280,131
